"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","DRR751831","DRR751832","DRR751833","DRR751834","DRR751835","DRR751836","DRR751837","DRR751838","DRR751839","DRR751840","DRR751841"
"tauA","","Taurine-binding periplasmic protein","11","11","1","2","346","","","","896","962","956","IFAABLLP_00927","KILBOEPI_00401","HAOMLHEB_02888","GMHKIMCO_03097","FEMKLHDF_02649","FAHJDOHN_02536","PKFAGLNB_01746","DHLPIOKO_02170","MMGGOMGI_02610","COBIJBHN_03867","MMKPNOMF_02476"
"ssuC_1","","Putative aliphatic sulfonates transport permease protein SsuC","11","11","1","2","348","","","","758","827","814","IFAABLLP_00929","KILBOEPI_05538","HAOMLHEB_02890","GMHKIMCO_03099","FEMKLHDF_02647","FAHJDOHN_02534","PKFAGLNB_01748","DHLPIOKO_02168","MMGGOMGI_02612","COBIJBHN_03869","MMKPNOMF_02478"
"group_1206","","hypothetical protein","11","11","1","1","1629","","","","302","311","302","IFAABLLP_00938","KILBOEPI_00395","HAOMLHEB_01000","GMHKIMCO_00808","FEMKLHDF_01004","FAHJDOHN_00456","PKFAGLNB_00709","DHLPIOKO_00395","MMGGOMGI_00445","COBIJBHN_03305","MMKPNOMF_00498"
"lpoA","","Penicillin-binding protein activator LpoA","11","11","1","1","1637","","","","1988","2036","2022","IFAABLLP_00946","KILBOEPI_00387","HAOMLHEB_00992","GMHKIMCO_00816","FEMKLHDF_00996","FAHJDOHN_00448","PKFAGLNB_00701","DHLPIOKO_00387","MMGGOMGI_00453","COBIJBHN_03313","MMKPNOMF_00490"
"yraK","","putative fimbrial-like protein YraK","11","11","1","1","1639","","","","1091","1091","1091","IFAABLLP_00948","KILBOEPI_00385","HAOMLHEB_00990","GMHKIMCO_00818","FEMKLHDF_00994","FAHJDOHN_00446","PKFAGLNB_00699","DHLPIOKO_00385","MMGGOMGI_00455","COBIJBHN_03315","MMKPNOMF_00488"
"yhaV","","Ribonuclease toxin YhaV","11","11","1","1","1656","","","","464","464","464","IFAABLLP_00965","KILBOEPI_00368","HAOMLHEB_00973","GMHKIMCO_00835","FEMKLHDF_00977","FAHJDOHN_00429","PKFAGLNB_00682","DHLPIOKO_00368","MMGGOMGI_00472","COBIJBHN_03332","MMKPNOMF_00471"
"yqjG","","Glutathionyl-hydroquinone reductase YqjG","11","11","1","1","1681","","","","773","986","947","IFAABLLP_00989","KILBOEPI_00343","HAOMLHEB_00949","GMHKIMCO_00859","FEMKLHDF_00952","FAHJDOHN_00405","PKFAGLNB_00658","DHLPIOKO_00344","MMGGOMGI_00496","COBIJBHN_03356","MMKPNOMF_00447"
"ybgD_1","","putative fimbrial-like protein YbgD","11","11","1","1","1744","","","","509","551","547","IFAABLLP_01056","KILBOEPI_00276","HAOMLHEB_00882","GMHKIMCO_00926","FEMKLHDF_00889","FAHJDOHN_00341","PKFAGLNB_00594","DHLPIOKO_00277","MMGGOMGI_00560","COBIJBHN_01506","MMKPNOMF_00383"
"icaT","","Invasion chromosome antigen T","11","11","1","1","1913","","","","1058","1268","1077","IFAABLLP_01140","KILBOEPI_04955","HAOMLHEB_01039","GMHKIMCO_01010","FEMKLHDF_03509","FAHJDOHN_01324","PKFAGLNB_01447","DHLPIOKO_01176","MMGGOMGI_03420","COBIJBHN_00805","MMKPNOMF_03477"
"group_1218","","hypothetical protein","11","11","1","1","1911","","","","284","284","284","IFAABLLP_01142","KILBOEPI_04953","HAOMLHEB_01041","GMHKIMCO_01012","FEMKLHDF_03511","FAHJDOHN_01326","PKFAGLNB_01445","DHLPIOKO_01178","MMGGOMGI_03418","COBIJBHN_00807","MMKPNOMF_03475"
"truA","","tRNA pseudouridine synthase A","11","11","1","1","4507","","","","812","812","812","IFAABLLP_01166","KILBOEPI_02161","HAOMLHEB_01065","GMHKIMCO_01036","FEMKLHDF_00832","FAHJDOHN_01350","PKFAGLNB_01421","DHLPIOKO_01202","MMGGOMGI_00617","COBIJBHN_00832","MMKPNOMF_00846"
"pmrD","","Signal transduction protein PmrD","11","11","1","1","4562","","","","266","266","266","IFAABLLP_01224","KILBOEPI_02103","HAOMLHEB_01123","GMHKIMCO_01094","FEMKLHDF_00776","FAHJDOHN_01408","PKFAGLNB_01363","DHLPIOKO_01260","MMGGOMGI_00673","COBIJBHN_00890","MMKPNOMF_00790"
"rhmA","","2-keto-3-deoxy-L-rhamnonate aldolase","11","11","1","1","4577","","","","389","803","426","IFAABLLP_01236","KILBOEPI_02091","HAOMLHEB_01135","GMHKIMCO_01106","FEMKLHDF_00764","FAHJDOHN_01421","PKFAGLNB_01350","DHLPIOKO_01272","MMGGOMGI_00685","COBIJBHN_00905","MMKPNOMF_00778"
"group_1223","","hypothetical protein","11","11","1","1","4584","","","","206","206","206","IFAABLLP_01243","KILBOEPI_02084","HAOMLHEB_01142","GMHKIMCO_01113","FEMKLHDF_00757","FAHJDOHN_01428","PKFAGLNB_01343","DHLPIOKO_01279","MMGGOMGI_00692","COBIJBHN_00912","MMKPNOMF_00771"
"sgrT","","Putative inhibitor of glucose uptake transporter SgrT","11","11","1","1","5492","","","","131","131","131","IFAABLLP_01369","KILBOEPI_03359","HAOMLHEB_01411","GMHKIMCO_01321","FEMKLHDF_01378","FAHJDOHN_00139","PKFAGLNB_00110","DHLPIOKO_00939","MMGGOMGI_01116","COBIJBHN_01063","MMKPNOMF_01118"
"secM","","Secretion monitor","11","11","1","1","5466","","","","587","587","587","IFAABLLP_01397","KILBOEPI_03387","HAOMLHEB_01439","GMHKIMCO_01292","FEMKLHDF_01406","FAHJDOHN_00110","PKFAGLNB_00138","DHLPIOKO_00910","MMGGOMGI_01144","COBIJBHN_01091","MMKPNOMF_01146"
"cusF","","Cation efflux system protein CusF","11","11","1","1","6229","","","","332","332","332","IFAABLLP_01405","KILBOEPI_02276","HAOMLHEB_02412","GMHKIMCO_02499","FEMKLHDF_02881","FAHJDOHN_02027","PKFAGLNB_02411","DHLPIOKO_02063","MMGGOMGI_02620","COBIJBHN_02221","MMKPNOMF_02728"
"entD","","Enterobactin synthase component D","11","11","1","1","6218","","","","620","629","628","IFAABLLP_01418","KILBOEPI_02289","HAOMLHEB_02425","GMHKIMCO_02486","FEMKLHDF_02894","FAHJDOHN_02014","PKFAGLNB_02424","DHLPIOKO_02050","MMGGOMGI_02633","COBIJBHN_02208","MMKPNOMF_02741"
"dsbG","","Thiol:disulfide interchange protein DsbG","11","11","1","1","6193","","","","746","746","746","IFAABLLP_01441","KILBOEPI_02312","HAOMLHEB_02448","GMHKIMCO_02463","FEMKLHDF_02917","FAHJDOHN_01990","PKFAGLNB_02448","DHLPIOKO_02027","MMGGOMGI_02656","COBIJBHN_02184","MMKPNOMF_02764"
"yycR","","Glutathione-independent formaldehyde dehydrogenase","11","11","1","1","6189","","","","1094","1238","1198","IFAABLLP_01446","KILBOEPI_02317","HAOMLHEB_02453","GMHKIMCO_02458","FEMKLHDF_02922","FAHJDOHN_01985","PKFAGLNB_02453","DHLPIOKO_02022","MMGGOMGI_02661","COBIJBHN_02179","MMKPNOMF_02769"
"dacA","","D-alanyl-D-alanine carboxypeptidase DacA","11","11","1","1","6166","","","","1211","1283","1217","IFAABLLP_01471","KILBOEPI_02342","HAOMLHEB_02478","GMHKIMCO_02433","FEMKLHDF_02947","FAHJDOHN_01960","PKFAGLNB_02478","DHLPIOKO_01997","MMGGOMGI_02686","COBIJBHN_02154","MMKPNOMF_02794"
"cobC","","Adenosylcobalamin/alpha-ribazole phosphatase","11","11","1","1","6160","","","","611","611","611","IFAABLLP_01477","KILBOEPI_02348","HAOMLHEB_02484","GMHKIMCO_02427","FEMKLHDF_02953","FAHJDOHN_01954","PKFAGLNB_02484","DHLPIOKO_01991","MMGGOMGI_02692","COBIJBHN_02148","MMKPNOMF_02800"
"esiB","","Secretory immunoglobulin A-binding protein EsiB","11","11","1","1","6154","","","","977","977","977","IFAABLLP_01483","KILBOEPI_02354","HAOMLHEB_02490","GMHKIMCO_02421","FEMKLHDF_02959","FAHJDOHN_01948","PKFAGLNB_02490","DHLPIOKO_01985","MMGGOMGI_02698","COBIJBHN_02142","MMKPNOMF_02806"
"group_1237","","hypothetical protein","11","11","1","1","6153","","","","707","707","707","IFAABLLP_01484","KILBOEPI_02355","HAOMLHEB_02491","GMHKIMCO_02420","FEMKLHDF_02960","FAHJDOHN_01947","PKFAGLNB_02491","DHLPIOKO_01984","MMGGOMGI_02699","COBIJBHN_02141","MMKPNOMF_02807"
"group_1238","","hypothetical protein","11","11","1","1","6149","","","","1451","1496","1455","IFAABLLP_01488","KILBOEPI_02359","HAOMLHEB_02495","GMHKIMCO_02416","FEMKLHDF_02964","FAHJDOHN_01943","PKFAGLNB_02495","DHLPIOKO_01980","MMGGOMGI_02703","COBIJBHN_02137","MMKPNOMF_02811"
"rihA","","Pyrimidine-specific ribonucleoside hydrolase RihA","11","11","1","1","6146","","","","617","935","906","IFAABLLP_01490","KILBOEPI_02361","HAOMLHEB_02497","GMHKIMCO_02414","FEMKLHDF_02966","FAHJDOHN_01941","PKFAGLNB_04812","DHLPIOKO_01978","MMGGOMGI_02705","COBIJBHN_02135","MMKPNOMF_02813"
"glpG_2","","Rhomboid protease GlpG","11","11","1","1","6141","","","","1877","1877","1877","IFAABLLP_01496","KILBOEPI_02367","HAOMLHEB_02503","GMHKIMCO_02408","FEMKLHDF_02972","FAHJDOHN_01935","PKFAGLNB_04806","DHLPIOKO_01972","MMGGOMGI_02711","COBIJBHN_02129","MMKPNOMF_02819"
"csdE","","Sulfur acceptor protein CsdE","11","11","1","1","2268","","","","443","443","443","IFAABLLP_01538","KILBOEPI_01300","HAOMLHEB_01576","GMHKIMCO_01689","FEMKLHDF_03582","FAHJDOHN_01796","PKFAGLNB_02139","DHLPIOKO_00593","MMGGOMGI_03507","COBIJBHN_01175","MMKPNOMF_03564"
"yqcC","","putative protein YqcC","11","11","1","1","2287","","","","329","329","329","IFAABLLP_01559","KILBOEPI_01321","HAOMLHEB_01555","GMHKIMCO_01668","FEMKLHDF_03561","FAHJDOHN_01817","PKFAGLNB_02160","DHLPIOKO_00614","MMGGOMGI_03486","COBIJBHN_01196","MMKPNOMF_03543"
"fixX_3","","Ferredoxin-like protein FixX","11","11","1","1","2314","","","","260","260","260","IFAABLLP_01585","KILBOEPI_01348","HAOMLHEB_01529","GMHKIMCO_01642","FEMKLHDF_03536","FAHJDOHN_01843","PKFAGLNB_02186","DHLPIOKO_00640","MMGGOMGI_03461","COBIJBHN_01222","MMKPNOMF_03518"
"group_1245","","Electron transfer flavoprotein-ubiquinone oxidoreductase","11","11","1","1","2315","","","","899","1271","1237","IFAABLLP_01586","KILBOEPI_01349","HAOMLHEB_01528","GMHKIMCO_01641","FEMKLHDF_03535","FAHJDOHN_01844","PKFAGLNB_02187","DHLPIOKO_00641","MMGGOMGI_03460","COBIJBHN_01223","MMKPNOMF_03517"
"group_1246","","hypothetical protein","11","11","1","1","2326","","","","746","746","746","IFAABLLP_01598","KILBOEPI_01360","HAOMLHEB_01516","GMHKIMCO_01629","FEMKLHDF_03317","FAHJDOHN_01855","PKFAGLNB_02198","DHLPIOKO_00653","MMGGOMGI_04755","COBIJBHN_01236","MMKPNOMF_04873"
"ygbT","","CRISPR-associated endonuclease Cas1","11","11","1","1","2328","","","","875","920","915","IFAABLLP_01600","KILBOEPI_01362","HAOMLHEB_01514","GMHKIMCO_01627","FEMKLHDF_03315","FAHJDOHN_01857","PKFAGLNB_02200","DHLPIOKO_00655","MMGGOMGI_04757","COBIJBHN_01238","MMKPNOMF_04875"
"hosA","","Transcriptional regulator HosA","11","11","1","1","2344","","","","407","407","407","IFAABLLP_01615","KILBOEPI_01377","HAOMLHEB_01498","GMHKIMCO_01612","FEMKLHDF_03300","FAHJDOHN_01872","PKFAGLNB_02216","DHLPIOKO_00670","MMGGOMGI_04772","COBIJBHN_01253","MMKPNOMF_04890"
"group_125","","ISAs1 family transposase ISEc1","11","11","1","1","3523","","","","668","698","670","IFAABLLP_04102","KILBOEPI_04141","HAOMLHEB_04138","GMHKIMCO_04174","FEMKLHDF_03941","FAHJDOHN_03823","PKFAGLNB_03827","DHLPIOKO_03023","MMGGOMGI_03985","COBIJBHN_03873","MMKPNOMF_04045"
"otnC","","3-oxo-tetronate 4-phosphate decarboxylase","11","11","1","1","2352","","","","401","638","616","IFAABLLP_01621","KILBOEPI_01383","HAOMLHEB_01492","GMHKIMCO_01606","FEMKLHDF_03294","FAHJDOHN_01878","PKFAGLNB_02222","DHLPIOKO_00676","MMGGOMGI_03751","COBIJBHN_01260","MMKPNOMF_03808"
"otnK","","3-oxo-tetronate kinase","11","11","1","1","2353","","","","1262","1379","1272","IFAABLLP_01622","KILBOEPI_01384","HAOMLHEB_01491","GMHKIMCO_01605","FEMKLHDF_03293","FAHJDOHN_01879","PKFAGLNB_02223","DHLPIOKO_00677","MMGGOMGI_03752","COBIJBHN_01261","MMKPNOMF_03809"
"fhlA","","Formate hydrogenlyase transcriptional activator FhlA","11","11","1","1","2362","","","","578","2078","1941","IFAABLLP_01629","KILBOEPI_01391","HAOMLHEB_01484","GMHKIMCO_01598","FEMKLHDF_03286","FAHJDOHN_01886","PKFAGLNB_02230","DHLPIOKO_00684","MMGGOMGI_03759","COBIJBHN_01269","MMKPNOMF_03816"
"hypC","","Hydrogenase maturation factor HypC","11","11","1","1","2365","","","","272","272","272","IFAABLLP_01632","KILBOEPI_01394","HAOMLHEB_01481","GMHKIMCO_01595","FEMKLHDF_03283","FAHJDOHN_01889","PKFAGLNB_02233","DHLPIOKO_00687","MMGGOMGI_03762","COBIJBHN_01272","MMKPNOMF_03819"
"mocA","","Molybdenum cofactor cytidylyltransferase","11","11","1","1","193","","","","578","578","578","IFAABLLP_01688","KILBOEPI_01590","HAOMLHEB_01687","GMHKIMCO_01800","FEMKLHDF_02782","FAHJDOHN_01171","PKFAGLNB_01217","DHLPIOKO_00481","MMGGOMGI_04249","COBIJBHN_02969","MMKPNOMF_04410"
"yqfB","","N(4)-acetylcytidine amidohydrolase","11","11","1","1","217","","","","200","311","300","IFAABLLP_01712","KILBOEPI_01614","HAOMLHEB_01663","GMHKIMCO_01776","FEMKLHDF_03245","FAHJDOHN_01195","PKFAGLNB_01241","DHLPIOKO_00505","MMGGOMGI_03268","COBIJBHN_02993","MMKPNOMF_02620"
"argK","","GTPase ArgK","11","11","1","1","234","","","","968","995","992","IFAABLLP_01732","KILBOEPI_01634","HAOMLHEB_01643","GMHKIMCO_01756","FEMKLHDF_03225","FAHJDOHN_01215","PKFAGLNB_01261","DHLPIOKO_00525","MMGGOMGI_03288","COBIJBHN_03012","MMKPNOMF_02640"
"group_1257","","hypothetical protein","11","11","1","1","245","","","","512","578","572","IFAABLLP_01744","KILBOEPI_01646","HAOMLHEB_01631","GMHKIMCO_01744","FEMKLHDF_03213","FAHJDOHN_01226","PKFAGLNB_01272","DHLPIOKO_00537","MMGGOMGI_03300","COBIJBHN_03707","MMKPNOMF_02652"
"ecfA1_2","","Energy-coupling factor transporter ATP-binding protein EcfA1","11","11","1","1","248","","","","371","677","593","IFAABLLP_01747","KILBOEPI_01649","HAOMLHEB_01628","GMHKIMCO_01741","FEMKLHDF_03210","FAHJDOHN_01229","PKFAGLNB_01275","DHLPIOKO_00540","MMGGOMGI_03303","COBIJBHN_03704","MMKPNOMF_02655"
"coaA_1","","Pantothenate kinase","11","11","1","1","249","","","","713","713","713","IFAABLLP_01748","KILBOEPI_01650","HAOMLHEB_01627","GMHKIMCO_01740","FEMKLHDF_03209","FAHJDOHN_01230","PKFAGLNB_01276","DHLPIOKO_00541","MMGGOMGI_03304","COBIJBHN_03703","MMKPNOMF_02656"
"fumE","","Fumarase E","11","11","1","1","250","","","","509","509","509","IFAABLLP_01749","KILBOEPI_01651","HAOMLHEB_01626","GMHKIMCO_01739","FEMKLHDF_03208","FAHJDOHN_01231","PKFAGLNB_01277","DHLPIOKO_00542","MMGGOMGI_03305","COBIJBHN_03702","MMKPNOMF_02657"
"moeB","","Molybdopterin-synthase adenylyltransferase","11","11","1","1","2989","","","","749","749","749","IFAABLLP_01802","KILBOEPI_03397","HAOMLHEB_02733","GMHKIMCO_03018","FEMKLHDF_02390","FAHJDOHN_00535","PKFAGLNB_00887","DHLPIOKO_01305","MMGGOMGI_01963","COBIJBHN_00227","MMKPNOMF_01960"
"group_1262","","hypothetical protein","11","11","1","1","3014","","","","287","287","287","IFAABLLP_01827","KILBOEPI_03422","HAOMLHEB_02758","GMHKIMCO_02993","FEMKLHDF_02415","FAHJDOHN_00561","PKFAGLNB_00861","DHLPIOKO_01330","MMGGOMGI_01988","COBIJBHN_00202","MMKPNOMF_01985"
"potG","","Putrescine transport ATP-binding protein PotG","11","11","1","1","3019","","","","1133","1133","1133","IFAABLLP_01832","KILBOEPI_03427","HAOMLHEB_02763","GMHKIMCO_02988","FEMKLHDF_02420","FAHJDOHN_00566","PKFAGLNB_00856","DHLPIOKO_01335","MMGGOMGI_01993","COBIJBHN_00197","MMKPNOMF_01990"
"group_1264","","3-beta-hydroxysteroid dehydrogenase","11","11","1","1","3032","","","","1013","1049","1016","IFAABLLP_01846","KILBOEPI_03441","HAOMLHEB_02777","GMHKIMCO_02974","FEMKLHDF_02434","FAHJDOHN_00580","PKFAGLNB_00842","DHLPIOKO_01349","MMGGOMGI_02007","COBIJBHN_00183","MMKPNOMF_02004"
"ftsK","","DNA translocase FtsK","11","11","1","1","2974","","","","3833","4106","4070","IFAABLLP_01869","KILBOEPI_03630","HAOMLHEB_02800","GMHKIMCO_02951","FEMKLHDF_02473","FAHJDOHN_00603","PKFAGLNB_00819","DHLPIOKO_01372","MMGGOMGI_02044","COBIJBHN_00143","MMKPNOMF_02041"
"ycaD","","putative MFS-type transporter YcaD","11","11","1","1","2964","","","","1124","1148","1130","IFAABLLP_01878","KILBOEPI_03621","HAOMLHEB_03676","GMHKIMCO_03759","FEMKLHDF_02482","FAHJDOHN_00612","PKFAGLNB_00810","DHLPIOKO_01381","MMGGOMGI_02053","COBIJBHN_00134","MMKPNOMF_02050"
"pflA","","Pyruvate formate-lyase 1-activating enzyme","11","11","1","1","2960","","","","740","797","745","IFAABLLP_01882","KILBOEPI_03617","HAOMLHEB_03680","GMHKIMCO_03763","FEMKLHDF_02486","FAHJDOHN_00616","PKFAGLNB_00806","DHLPIOKO_01385","MMGGOMGI_02057","COBIJBHN_00130","MMKPNOMF_02054"
"kdsB","","3-deoxy-manno-octulosonate cytidylyltransferase","11","11","1","1","2899","","","","746","746","746","IFAABLLP_01898","KILBOEPI_03600","HAOMLHEB_03696","GMHKIMCO_03779","FEMKLHDF_02503","FAHJDOHN_00632","PKFAGLNB_00790","DHLPIOKO_01401","MMGGOMGI_02074","COBIJBHN_00071","MMKPNOMF_02071"
"yhdT","","putative membrane protein YhdT","11","11","1","1","1522","","","","242","242","242","IFAABLLP_01921","KILBOEPI_01839","HAOMLHEB_02062","GMHKIMCO_02048","FEMKLHDF_01104","FAHJDOHN_02125","PKFAGLNB_02705","DHLPIOKO_01424","MMGGOMGI_00344","COBIJBHN_02014","MMKPNOMF_00599"
"nanK","","N-acetylmannosamine kinase","11","11","1","1","1566","","","","875","875","875","IFAABLLP_01963","KILBOEPI_01881","HAOMLHEB_02020","GMHKIMCO_02006","FEMKLHDF_01071","FAHJDOHN_02083","PKFAGLNB_02663","DHLPIOKO_01466","MMGGOMGI_00378","COBIJBHN_02057","MMKPNOMF_00565"
"yhbE","","putative inner membrane transporter YhbE","11","11","1","1","1600","","","","809","965","922","IFAABLLP_01997","KILBOEPI_01915","HAOMLHEB_01986","GMHKIMCO_01972","FEMKLHDF_01038","FAHJDOHN_02049","PKFAGLNB_02629","DHLPIOKO_01500","MMGGOMGI_00411","COBIJBHN_02091","MMKPNOMF_00532"
"rimP","","Ribosome maturation factor RimP","11","11","1","1","1614","","","","422","452","449","IFAABLLP_02013","KILBOEPI_01931","HAOMLHEB_01970","GMHKIMCO_01956","FEMKLHDF_01022","FAHJDOHN_00474","PKFAGLNB_00727","DHLPIOKO_01516","MMGGOMGI_00427","COBIJBHN_02108","MMKPNOMF_00516"
"ompW","","Outer membrane protein W","11","11","1","1","581","","","","638","638","638","IFAABLLP_02027","KILBOEPI_01015","HAOMLHEB_01832","GMHKIMCO_02194","FEMKLHDF_04432","FAHJDOHN_04821","PKFAGLNB_04851","DHLPIOKO_03976","MMGGOMGI_02111","COBIJBHN_05113","MMKPNOMF_02207"
"yciI","","hypothetical protein","11","11","1","1","1006","","","","296","392","348","IFAABLLP_02032","KILBOEPI_01020","HAOMLHEB_01837","GMHKIMCO_02189","FEMKLHDF_04437","FAHJDOHN_03862","PKFAGLNB_02390","DHLPIOKO_03971","MMGGOMGI_02106","COBIJBHN_02802","MMKPNOMF_02212"
"group_1278","","hypothetical protein","11","11","1","1","640","","","","218","218","218","IFAABLLP_02062","KILBOEPI_01050","HAOMLHEB_01867","GMHKIMCO_02159","FEMKLHDF_03328","FAHJDOHN_03832","PKFAGLNB_02359","DHLPIOKO_03941","MMGGOMGI_02808","COBIJBHN_02829","MMKPNOMF_02833"
"chaB","","Putative cation transport regulator ChaB","11","11","1","1","634","","","","230","230","230","IFAABLLP_02068","KILBOEPI_01056","HAOMLHEB_01873","GMHKIMCO_02153","FEMKLHDF_03334","FAHJDOHN_03827","PKFAGLNB_02354","DHLPIOKO_03935","MMGGOMGI_02802","COBIJBHN_02835","MMKPNOMF_02839"
"hemA","","Glutamyl-tRNA reductase","11","11","1","1","623","","","","1256","1325","1287","IFAABLLP_02081","KILBOEPI_01068","HAOMLHEB_01886","GMHKIMCO_02140","FEMKLHDF_03347","FAHJDOHN_03176","PKFAGLNB_02343","DHLPIOKO_03172","MMGGOMGI_02789","COBIJBHN_02846","MMKPNOMF_02852"
"ycgV","","putative autotransporter YcgV","11","11","1","1","615","","","","2699","2885","2832","IFAABLLP_02089","KILBOEPI_01076","HAOMLHEB_01894","GMHKIMCO_02132","FEMKLHDF_03355","FAHJDOHN_03168","PKFAGLNB_02335","DHLPIOKO_03164","MMGGOMGI_02781","COBIJBHN_02854","MMKPNOMF_02860"
"dhaR","","PTS-dependent dihydroxyacetone kinase operon regulatory protein","11","11","1","1","614","","","","614","1919","1800","IFAABLLP_02090","KILBOEPI_01077","HAOMLHEB_01895","GMHKIMCO_02131","FEMKLHDF_03356","FAHJDOHN_03167","PKFAGLNB_02334","DHLPIOKO_03163","MMGGOMGI_02780","COBIJBHN_02855","MMKPNOMF_02861"
"dhaM","","PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM","11","11","1","1","611","","","","731","1418","1355","IFAABLLP_02093","KILBOEPI_01080","HAOMLHEB_01898","GMHKIMCO_02128","FEMKLHDF_03359","FAHJDOHN_03164","PKFAGLNB_02331","DHLPIOKO_03160","MMGGOMGI_02777","COBIJBHN_02856","MMKPNOMF_02864"
"group_1284","","hypothetical protein","11","11","1","1","609","","","","440","440","440","IFAABLLP_02095","KILBOEPI_01082","HAOMLHEB_01900","GMHKIMCO_02126","FEMKLHDF_03361","FAHJDOHN_03162","PKFAGLNB_02329","DHLPIOKO_03158","MMGGOMGI_02775","COBIJBHN_02858","MMKPNOMF_02866"
"group_1285","","hypothetical protein","11","11","1","1","591","","","","446","569","524","IFAABLLP_02112","KILBOEPI_01099","HAOMLHEB_01917","GMHKIMCO_02109","FEMKLHDF_03379","FAHJDOHN_03144","PKFAGLNB_02311","DHLPIOKO_03141","MMGGOMGI_02757","COBIJBHN_02874","MMKPNOMF_02884"
"group_1286","","hypothetical protein","11","11","1","1","3058","","","","368","368","368","IFAABLLP_02116","KILBOEPI_01103","HAOMLHEB_01922","GMHKIMCO_02104","FEMKLHDF_03383","FAHJDOHN_03139","PKFAGLNB_02306","DHLPIOKO_03136","MMGGOMGI_02753","COBIJBHN_02878","MMKPNOMF_02888"
"ynaL","","Protein YnaL","11","11","1","1","6278","","","","173","173","173","IFAABLLP_02163","KILBOEPI_02387","HAOMLHEB_00150","GMHKIMCO_00082","FEMKLHDF_01988","FAHJDOHN_03204","PKFAGLNB_02596","DHLPIOKO_01540","MMGGOMGI_02205","COBIJBHN_03070","MMKPNOMF_02113"
"group_1294","","hypothetical protein","11","11","1","1","6291","","","","104","257","229","IFAABLLP_02176","KILBOEPI_02400","HAOMLHEB_00137","GMHKIMCO_00095","FEMKLHDF_01975","FAHJDOHN_03217","PKFAGLNB_02583","DHLPIOKO_01553","MMGGOMGI_02192","COBIJBHN_03081","MMKPNOMF_02126"
"puuC","","NADP/NAD-dependent aldehyde dehydrogenase PuuC","11","11","1","1","6325","","","","1478","1487","1486","IFAABLLP_02210","KILBOEPI_02434","HAOMLHEB_00048","GMHKIMCO_00184","FEMKLHDF_01941","FAHJDOHN_03252","PKFAGLNB_02548","DHLPIOKO_01587","MMGGOMGI_02159","COBIJBHN_03819","MMKPNOMF_02159"
"puuA","","Gamma-glutamylputrescine synthetase PuuA","11","11","1","1","6328","","","","809","1418","1362","IFAABLLP_02213","KILBOEPI_02437","HAOMLHEB_00045","GMHKIMCO_00187","FEMKLHDF_01938","FAHJDOHN_03255","PKFAGLNB_02545","DHLPIOKO_01590","MMGGOMGI_02156","COBIJBHN_03823","MMKPNOMF_02162"
"group_1297","","putative protein","11","11","1","1","6338","","","","350","350","350","IFAABLLP_02221","KILBOEPI_02445","HAOMLHEB_00037","GMHKIMCO_00195","FEMKLHDF_01930","FAHJDOHN_03263","PKFAGLNB_02537","DHLPIOKO_01598","MMGGOMGI_02148","COBIJBHN_03584","MMKPNOMF_02170"
"group_1301","","hypothetical protein","11","11","1","1","1176","","","","293","293","293","IFAABLLP_02276","KILBOEPI_02046","HAOMLHEB_02083","GMHKIMCO_02202","FEMKLHDF_02143","FAHJDOHN_01713","PKFAGLNB_02061","DHLPIOKO_01654","MMGGOMGI_02441","COBIJBHN_01397","MMKPNOMF_02557"
"ade","","Adenine deaminase","11","11","1","1","1181","","","","1211","1766","1665","IFAABLLP_02280","KILBOEPI_02042","HAOMLHEB_02087","GMHKIMCO_02206","FEMKLHDF_02147","FAHJDOHN_01718","PKFAGLNB_02056","DHLPIOKO_01658","MMGGOMGI_02445","COBIJBHN_01401","MMKPNOMF_02561"
"group_1303","","hypothetical protein","11","11","1","1","1191","","","","497","497","497","IFAABLLP_02290","KILBOEPI_02031","HAOMLHEB_02097","GMHKIMCO_02216","FEMKLHDF_02157","FAHJDOHN_01728","PKFAGLNB_02045","DHLPIOKO_01668","MMGGOMGI_02455","COBIJBHN_01411","MMKPNOMF_02571"
